"","china_platform","first_salvo"
"39734","""39733"",3,1,1,1,3,3,1,2,""china"",0.68,0.44,0.19,0.75","us"
"39735","""39734"",26,2,2,1,1,2,1,2,""us"",0.35,0.93,0.99,0.7","us"
"39736","""39735"",15,2,1,1,1,3,1,2,""us"",0.24,0.01,0.87,0.53","us"
"39737","""39736"",16,6,2,1,3,2,2,2,""us"",0.07,0.29,0.72,0.46","us"
"39738","""39737"",20,2,2,1,2,2,1,2,""us"",0.79,0.44,0.69,0.79","us"
"39739","""39738"",7,3,1,1,3,2,2,2,""china"",0.53,0.88,0.12,0.57","us"
"39740","""39739"",22,3,1,1,3,2,2,2,""china"",0.11,0.25,0.36,0.62","us"
"39741","""39740"",27,1,1,1,1,2,1,2,""china"",0.91,0.03,0.33,0.95","us"
"39742","""39741"",30,1,2,1,2,2,2,2,""china"",0.46,0.64,0.72,0.7","us"
"39743","""39742"",17,7,1,1,3,1,2,2,""us"",0.9,0.27,0.93,0.88","us"
"39744","""39743"",28,3,1,1,2,1,1,2,""us"",0.31,0.34,0.02,0.69","us"
"39745","""39744"",22,2,1,1,2,3,2,2,""china"",0.82,0.51,0.27,0.84","us"
"39746","""39745"",16,4,2,1,3,2,2,2,""china"",0.03,0.45,0.07,0.83","us"
"39747","""39746"",17,10,1,1,1,2,2,2,""us"",0.9,0.63,0.26,0.84","us"
"39748","""39747"",27,5,2,1,2,3,1,2,""china"",0.06,0.38,0.27,0.08","us"
"39749","""39748"",3,5,2,1,2,2,1,2,""china"",0.9,0.44,0.63,0.58","us"
"39750","""39749"",19,4,2,1,2,1,1,2,""china"",0.71,0.77,0.77,0.74","us"
"39751","""39750"",16,9,1,1,1,1,2,2,""us"",0.67,0.07,0.19,0.55","us"
"39752","""39751"",26,5,1,1,1,3,1,2,""china"",0.93,0.99,0.98,0.53","us"
"39753","""39752"",27,3,2,1,1,1,2,2,""china"",0.59,0.69,0.59,0.23","us"
"39754","""39753"",7,3,1,1,1,2,2,2,""us"",0.87,0.36,0.93,0.79","us"
"39755","""39754"",27,8,1,1,2,2,1,2,""us"",0.3,0.43,0.78,0.28","us"
"39756","""39755"",10,1,2,1,3,2,2,2,""us"",0.52,0.85,0.14,0.77","us"
"39757","""39756"",8,10,2,1,2,3,1,2,""us"",0.05,0.69,0.75,0.34","us"
"39758","""39757"",23,7,2,1,1,2,2,2,""us"",0.35,0.24,0.07,0.71","us"
"39759","""39758"",20,4,1,1,2,2,2,2,""china"",0.24,0.09,0.28,0.41","us"
"39760","""39759"",24,5,2,1,2,3,2,2,""us"",0.73,0.53,0.34,0.14","us"
"39761","""39760"",12,1,2,1,1,1,1,2,""us"",0.29,0.65,0.63,0.48","us"
"39762","""39761"",25,5,1,1,1,2,1,2,""us"",0.2,0.66,0.49,0.93","us"
"39763","""39762"",19,3,2,1,2,2,1,2,""china"",0.24,0.52,0.6,0.61","us"
"39764","""39763"",11,10,2,1,2,3,2,2,""us"",0.21,0.83,0.92,0.83","us"
"39765","""39764"",23,6,2,1,3,3,1,2,""china"",0.35,0.67,0.67,0.78","us"
"39766","""39765"",21,4,2,1,1,2,1,2,""us"",0.32,0.15,0.1,0.23","us"
"39767","""39766"",19,10,2,1,3,2,1,2,""us"",0.37,0.43,0.22,0.82","us"
"39768","""39767"",12,6,1,1,2,2,1,2,""us"",0.76,0.09,0.23,0.76","us"
"39769","""39768"",24,3,2,1,2,3,2,2,""china"",0.13,0.72,0.18,0.96","us"
"39770","""39769"",26,5,1,1,1,3,1,2,""us"",0.47,0.45,0.65,0.22","us"
"39771","""39770"",19,9,2,1,1,3,2,2,""china"",0.54,1,0.2,0.59","us"
"39772","""39771"",7,8,2,1,2,2,2,2,""us"",0.78,0.35,0.92,0.41","us"
"39773","""39772"",10,9,2,1,2,3,1,2,""us"",0.54,0.18,0.4,0.4","us"
"39774","""39773"",13,9,1,1,3,2,2,2,""us"",0.41,0.85,0.33,0.85","us"
"39775","""39774"",13,6,1,1,2,3,2,2,""us"",0.6,0.93,0.58,0.37","us"
"39776","""39775"",9,2,2,1,2,3,2,2,""us"",0.25,0.75,0.85,0.69","us"
"39777","""39776"",9,9,1,1,2,3,2,2,""us"",0.79,0.16,0.61,0.49","us"
"39778","""39777"",3,9,2,1,3,1,2,2,""china"",0.15,0.32,0.97,0.54","us"
"39779","""39778"",12,2,1,1,2,2,1,2,""us"",0.17,0.91,0.05,0.44","us"
"39780","""39779"",23,9,2,1,1,1,2,2,""us"",0.39,0.81,0.29,0.6","us"
"39781","""39780"",16,3,1,1,2,1,2,2,""us"",0.6,0.6,0.29,0.47","us"
"39782","""39781"",13,7,2,1,2,2,1,2,""us"",0.6,0.55,0.11,0.95","us"
"39783","""39782"",29,2,2,1,2,2,1,2,""us"",0.12,0.67,0.04,0.65","us"
"39784","""39783"",30,5,2,1,2,2,1,2,""china"",0.78,0.5,0.51,0.06","us"
"39785","""39784"",28,7,1,1,3,1,2,2,""china"",0.62,0.84,0.79,0.18","us"
"39786","""39785"",15,5,2,1,2,1,2,2,""us"",0.41,0.05,0.68,0.69","us"
"39787","""39786"",3,5,2,1,1,3,2,2,""china"",0.19,0.5,0.2,0.05","us"
"39788","""39787"",9,4,1,1,3,1,2,2,""china"",0.84,0.73,0.36,0.25","us"
"39789","""39788"",7,9,2,1,2,3,2,2,""china"",0.34,0.37,0.31,0.38","us"
"39790","""39789"",11,2,1,1,1,1,1,2,""china"",0.66,0.64,0.45,0.75","us"
"39791","""39790"",18,8,2,1,1,2,2,2,""us"",0.11,0.54,0.12,0.32","us"
"39792","""39791"",7,6,2,1,3,3,2,2,""china"",0.63,0.88,0.67,0.17","us"
"39793","""39792"",2,5,1,1,2,1,1,2,""china"",0.24,0.16,0.82,0.62","us"
"39794","""39793"",5,5,1,1,1,2,1,2,""china"",0.68,0.39,0.16,0.35","us"
"39795","""39794"",20,9,1,1,3,3,1,2,""us"",0.62,0.91,0.1,0.56","us"
"39796","""39795"",10,4,1,1,1,1,1,2,""us"",0.05,0.11,0.75,0.61","us"
"39797","""39796"",26,2,2,1,2,2,2,2,""us"",0.77,0.19,0.19,0.08","us"
"39798","""39797"",23,8,2,1,3,3,2,2,""china"",0.56,0.04,0.2,0.01","us"
"39799","""39798"",8,7,2,1,2,2,2,2,""china"",0.85,0.57,0.8,0.97","us"
"39800","""39799"",4,4,2,1,2,1,2,2,""us"",0.28,0.85,0.94,0.66","us"
"39801","""39800"",21,7,2,1,3,3,1,2,""china"",0.83,0.38,0.6,0.91","us"
"39802","""39801"",16,8,2,1,1,1,1,2,""china"",0.82,0.4,0.41,0.24","us"
"39803","""39802"",28,8,2,1,3,2,1,2,""china"",0.27,0.79,0.12,0.66","us"
"39804","""39803"",25,2,1,1,1,2,1,2,""china"",0.23,0.02,0.53,0.29","us"
"39805","""39804"",21,5,2,1,2,2,1,2,""china"",0.05,0.82,0.74,0.19","us"
"39806","""39805"",18,1,1,1,2,2,2,2,""us"",0.78,0.04,0.58,0.1","us"
"39807","""39806"",28,6,2,1,1,2,2,2,""us"",0.44,0.11,0.3,0.54","us"
"39808","""39807"",7,7,2,1,1,1,1,2,""us"",0.16,0.68,0.25,0.28","us"
"39809","""39808"",24,10,2,1,3,2,1,2,""us"",0.76,0.1,0.58,0.06","us"
"39810","""39809"",8,4,1,1,2,1,1,2,""us"",0.26,0.15,0.47,0.96","us"
"39811","""39810"",8,4,1,1,3,1,2,2,""us"",0.42,0.74,0.31,0.87","us"
"39812","""39811"",13,4,1,1,2,3,1,2,""us"",0.09,0.19,0.21,0.86","us"
"39813","""39812"",23,9,1,1,2,2,1,2,""us"",0.41,0.25,0.78,0.17","us"
"39814","""39813"",20,6,2,1,1,3,2,2,""china"",0.09,0.7,0.3,0.71","us"
"39815","""39814"",23,7,2,1,2,2,1,2,""us"",0.73,0.46,0.41,0.13","us"
"39816","""39815"",5,7,2,1,1,2,2,2,""china"",0.47,0.96,0.5,0.29","us"
"39817","""39816"",4,3,2,1,3,3,1,2,""china"",0.16,0.75,0.3,0.26","us"
"39818","""39817"",22,4,1,1,1,3,2,2,""us"",0.79,0.31,0.79,0.58","us"
"39819","""39818"",30,3,1,1,1,2,2,2,""china"",0.77,0.66,0.81,0.78","us"
"39820","""39819"",5,5,2,1,3,2,2,2,""china"",0.48,0.05,0.31,0.8","us"
"39821","""39820"",3,8,2,1,3,2,2,2,""china"",0.08,0.06,0.15,0.45","us"
"39822","""39821"",11,8,2,1,1,2,1,2,""china"",0.6,0.12,1,0.85","us"
"39823","""39822"",17,8,2,1,2,2,1,2,""china"",0.91,0.91,0.83,0.72","us"
"39824","""39823"",18,2,2,1,2,3,1,2,""china"",0.03,0.86,0.64,0.95","us"
"39825","""39824"",5,8,1,1,3,2,2,2,""us"",0.49,0.86,0.24,0.41","us"
"39826","""39825"",22,6,1,1,3,3,1,2,""us"",0.52,0.92,0.87,0.62","us"
"39827","""39826"",15,9,1,1,3,2,1,2,""us"",0.17,0.48,0.42,0.56","us"
"39828","""39827"",26,4,1,1,2,2,1,2,""us"",0.64,0.79,0.86,0.28","us"
"39829","""39828"",8,8,2,1,1,2,2,2,""china"",0.58,0.2,0.27,0.12","us"
"39830","""39829"",22,7,2,1,3,1,2,2,""china"",0.91,0.82,0.08,0.84","us"
"39831","""39830"",6,3,1,1,2,2,2,2,""china"",0.8,0.7,0.36,0.12","us"
"39832","""39831"",10,7,1,1,3,1,2,2,""china"",1,0.48,0.54,0.02","us"
"39833","""39832"",21,3,1,1,2,1,2,2,""us"",0.04,0.98,0.86,0.75","us"
"39834","""39833"",15,2,2,1,2,1,1,2,""china"",0.9,0.76,0.05,0.51","us"
"39835","""39834"",13,6,2,1,2,2,2,2,""us"",0.06,0.98,0.78,0.35","us"
"39836","""39835"",2,6,2,1,2,2,1,2,""china"",0.85,0.61,0.87,0.03","us"
"39837","""39836"",27,1,1,1,2,2,2,2,""china"",0.39,0.58,0.49,0.94","us"
"39838","""39837"",16,5,2,1,1,3,2,2,""us"",0.46,0.73,0.5,0.12","us"
"39839","""39838"",13,8,2,1,3,2,2,2,""china"",0.39,0.9,0.71,0.19","us"
"39840","""39839"",12,4,1,1,2,2,1,2,""us"",0.68,0.28,0.51,0.75","us"
"39841","""39840"",20,10,2,1,2,1,2,2,""us"",0.5,0.52,0.38,0.31","us"
"39842","""39841"",25,8,2,1,1,2,2,2,""china"",0.01,0.59,0.11,0.33","us"
"39843","""39842"",24,7,2,1,3,3,1,2,""us"",1,0.07,0.9,0.91","us"
"39844","""39843"",7,2,2,1,3,1,1,2,""us"",0.72,0.83,0.56,0.89","us"
"39845","""39844"",18,7,2,1,2,2,1,2,""us"",0.43,0.78,0.73,0.88","us"
"39846","""39845"",18,7,2,1,3,2,1,2,""us"",0.63,0.52,0.31,0.27","us"
"39847","""39846"",10,9,1,1,3,2,1,2,""china"",0.89,0.78,0.47,0.87","us"
"39848","""39847"",22,7,1,1,3,2,1,2,""us"",0.68,0.21,0.06,0.24","us"
"39849","""39848"",18,2,1,1,1,1,2,2,""china"",0.43,0.05,0.03,0.78","us"
"39850","""39849"",26,5,1,1,2,3,1,2,""us"",0.69,0.77,0.96,0.81","us"
"39851","""39850"",4,5,1,1,1,2,1,2,""china"",0.22,0.12,0.89,0.96","us"
"39852","""39851"",21,9,2,1,1,3,2,2,""china"",0.26,0.33,0.1,0.81","us"
"39853","""39852"",14,2,1,1,1,2,2,2,""china"",0.96,0.59,0.13,0.25","us"
"39854","""39853"",18,6,2,1,3,1,2,2,""us"",0.65,0.27,0.55,0.92","us"
"39855","""39854"",13,9,2,1,2,3,2,2,""china"",0.3,0.59,0.46,0.16","us"
"39856","""39855"",16,4,2,1,1,2,2,2,""us"",0.87,0.99,0.37,0.39","us"
"39857","""39856"",19,2,1,1,2,1,1,2,""us"",0.93,0.55,0.1,0.2","us"
"39858","""39857"",17,6,2,1,2,3,2,2,""us"",0.98,0.96,0.38,0.55","us"
"39859","""39858"",9,4,1,1,2,2,2,2,""us"",0.87,0.3,0.42,0.16","us"
"39860","""39859"",17,10,1,1,2,2,1,2,""us"",0.77,0.58,0.56,0.95","us"
"39861","""39860"",4,8,1,1,1,3,2,2,""china"",0.58,0.57,0.57,0.17","us"
"39862","""39861"",28,6,2,1,1,1,2,2,""china"",0.02,0.72,0.42,0.74","us"
"39863","""39862"",20,6,2,1,1,1,1,2,""china"",0.76,0.16,0.18,0.42","us"
"39864","""39863"",25,5,2,1,3,1,1,2,""us"",0.39,0.48,0.35,0.73","us"
"39865","""39864"",25,9,1,1,2,2,2,2,""us"",0.13,0.04,0.2,0.16","us"
"39866","""39865"",14,8,2,1,2,1,1,2,""us"",0.61,0.27,0.42,0.26","us"
"39867","""39866"",29,4,1,1,2,3,2,2,""us"",0.71,0.38,0.3,0.72","us"
"39868","""39867"",5,8,1,1,2,2,1,2,""us"",0.2,0.74,0.55,0.27","us"
"39869","""39868"",19,7,1,1,2,3,2,2,""china"",0.21,0.09,0.88,0.77","us"
"39870","""39869"",23,5,1,1,3,1,2,2,""us"",0.63,0.06,0.22,0.18","us"
"39871","""39870"",3,3,1,1,2,3,2,2,""china"",0.74,0.7,0.76,0.01","us"
"39872","""39871"",10,6,1,1,2,2,1,2,""us"",0.83,0.54,0.33,0.52","us"
"39873","""39872"",2,3,2,1,1,2,1,2,""us"",0.86,0.17,0.15,0.67","us"
"39874","""39873"",18,7,1,1,2,1,2,2,""china"",0.8,0.41,0.41,0.71","us"
"39875","""39874"",13,3,1,1,2,3,1,2,""us"",0.66,0.47,0.14,0.74","us"
"39876","""39875"",22,8,1,1,2,1,2,2,""china"",0.53,0.16,0.78,0.83","us"
"39877","""39876"",17,3,1,1,2,3,2,2,""us"",0.16,0.4,0.66,0.46","us"
"39878","""39877"",4,8,1,1,2,2,2,2,""china"",0.79,0.34,0.71,0.73","us"
"39879","""39878"",6,8,1,1,2,2,2,2,""china"",0.59,0.04,0.17,0.68","us"
"39880","""39879"",2,10,2,1,1,2,1,2,""china"",0.19,0.42,0.22,0.13","us"
"39881","""39880"",5,2,1,1,2,3,2,2,""us"",0.54,0.86,0.56,0.36","us"
"39882","""39881"",13,7,2,1,2,2,1,2,""china"",0.35,0.2,0.14,0.63","us"
"39883","""39882"",4,6,2,1,2,1,1,2,""china"",0.32,0.6,0.72,0.04","us"
"39884","""39883"",19,7,1,1,3,1,1,2,""us"",0.54,0.76,0.41,0.8","us"
"39885","""39884"",2,4,2,1,1,3,2,2,""us"",0.65,0.41,0.25,0.2","us"
"39886","""39885"",25,5,2,1,2,1,1,2,""us"",0.94,0.56,0.59,0.1","us"
"39887","""39886"",28,2,1,1,2,1,2,2,""us"",0.12,0.58,0.17,0.55","us"
"39888","""39887"",6,3,2,1,3,2,1,2,""china"",0.96,0.58,0.24,0.62","us"
"39889","""39888"",24,6,2,1,1,2,2,2,""china"",0.47,0.37,0.62,0.13","us"
"39890","""39889"",26,6,2,1,2,1,2,2,""china"",0.41,0.18,0.13,0.27","us"
"39891","""39890"",19,1,2,1,3,2,1,2,""us"",0.69,0.18,0.16,0.9","us"
"39892","""39891"",6,3,2,1,2,1,2,2,""china"",0.19,0.99,0.53,0.14","us"
"39893","""39892"",9,5,1,1,2,2,1,2,""us"",0.47,0.91,0.96,0.61","us"
"39894","""39893"",6,7,2,1,1,3,1,2,""us"",0.2,0.03,0.33,0.91","us"
"39895","""39894"",22,7,1,1,1,1,2,2,""china"",0.5,0.09,0.35,0.82","us"
"39896","""39895"",6,9,2,1,1,2,1,2,""china"",0.19,0.71,0.43,0.3","us"
"39897","""39896"",29,9,1,1,2,2,1,2,""china"",0.73,0.85,0.51,0.57","us"
"39898","""39897"",14,3,1,1,1,3,2,2,""china"",0.72,0.67,0.73,0.67","us"
"39899","""39898"",19,8,1,1,2,3,1,2,""us"",0.57,0.82,0.76,0.42","us"
"39900","""39899"",13,10,1,1,2,1,2,2,""us"",0.03,0.93,0.37,0.18","us"
"39901","""39900"",8,5,2,1,3,2,1,2,""china"",0.27,0.83,0.56,0.43","us"
"39902","""39901"",4,5,1,1,2,2,2,2,""china"",0.46,0.47,0.28,0.21","us"
"39903","""39902"",7,6,1,1,1,2,2,2,""china"",0.98,0.09,0.02,0.66","us"
"39904","""39903"",14,4,1,1,3,2,1,2,""china"",0.51,0.37,0.74,0.51","us"
"39905","""39904"",12,4,2,1,1,3,2,2,""us"",0.4,0.45,0.29,0.42","us"
"39906","""39905"",22,9,2,1,3,1,2,2,""us"",0.17,0.97,0.94,0.56","us"
"39907","""39906"",14,10,1,1,3,2,2,2,""china"",0.65,0.08,0.8,0.15","us"
"39908","""39907"",3,8,1,1,1,2,1,2,""us"",0.53,0.96,0.63,0.41","us"
"39909","""39908"",11,4,2,1,3,3,2,2,""us"",0.32,0.13,0.91,0.08","us"
"39910","""39909"",19,1,2,1,2,2,2,2,""us"",0.13,0.17,0.71,0.73","us"
"39911","""39910"",4,6,2,1,3,2,1,2,""china"",0.67,0.41,0.94,0.47","us"
"39912","""39911"",9,7,2,1,2,3,1,2,""china"",0.02,0.3,0.39,0.55","us"
"39913","""39912"",18,8,2,1,2,1,1,2,""china"",0.49,0.17,0.79,0.32","us"
"39914","""39913"",14,5,2,1,2,2,2,2,""china"",0.72,0.33,0.29,0.25","us"
"39915","""39914"",25,7,2,1,2,1,1,2,""china"",0.18,0.97,0.06,0.4","us"
"39916","""39915"",16,4,1,1,2,2,1,2,""china"",0.91,0.83,0.49,0.33","us"
"39917","""39916"",14,8,1,1,2,2,2,2,""us"",0.62,0.03,0.44,0.53","us"
"39918","""39917"",6,1,1,1,3,3,1,2,""us"",0.41,0.72,0.66,0.06","us"
"39919","""39918"",10,3,2,1,3,2,1,2,""china"",0.7,0.05,0.85,0.3","us"
"39920","""39919"",6,9,1,1,3,2,2,2,""china"",0.26,0.23,0.27,0.97","us"
"39921","""39920"",29,3,1,1,1,2,1,2,""china"",0.81,0.07,0.94,0.5","us"
"39922","""39921"",2,5,2,1,3,2,1,2,""china"",0.42,0.04,0.47,0.32","us"
"39923","""39922"",7,4,1,1,2,2,1,2,""us"",0.69,0.72,0.72,0.38","us"
"39924","""39923"",20,4,2,1,2,3,2,2,""us"",0.25,0.02,0.94,0.3","us"
"39925","""39924"",3,3,1,1,2,2,1,2,""china"",0.73,0.08,0.34,0.27","us"
"39926","""39925"",11,6,1,1,1,3,1,2,""us"",0.82,0.28,0.67,0.07","us"
"39927","""39926"",19,3,1,1,1,2,1,2,""china"",0.92,0.41,0.69,0.23","us"
"39928","""39927"",14,2,2,1,3,2,2,2,""us"",0.61,0.58,0.4,0.63","us"
"39929","""39928"",3,6,2,1,2,2,1,2,""us"",0.3,0.26,0.68,0.24","us"
"39930","""39929"",7,7,2,1,2,1,1,2,""china"",0.57,0.63,0.76,0.8","us"
"39931","""39930"",17,2,1,1,3,2,1,2,""china"",0.05,0.11,1,0.19","us"
"39932","""39931"",29,5,1,1,1,2,1,2,""china"",0.66,0.76,0.68,0.85","us"
"39933","""39932"",14,3,1,1,2,3,1,2,""us"",0.86,0.87,0.81,0.13","us"
"39934","""39933"",28,3,1,1,2,1,1,2,""china"",0.48,0.56,0.22,0.58","us"
"39935","""39934"",23,2,1,1,2,1,1,2,""china"",0.37,0.56,0.95,0.11","us"
"39936","""39935"",15,2,1,1,3,3,2,2,""china"",0.62,0.49,0.09,0.34","us"
"39937","""39936"",29,9,1,1,2,1,1,2,""china"",0.84,0.36,0.67,0.39","us"
"39938","""39937"",19,3,2,1,1,2,2,2,""china"",0.19,0.55,0.05,0.46","us"
"39939","""39938"",21,5,1,1,2,3,1,2,""china"",0.78,0.6,0.23,0.94","us"
"39940","""39939"",13,9,2,1,1,2,1,2,""china"",0.13,0.1,0.03,0.42","us"
"39941","""39940"",4,3,1,1,3,3,2,2,""china"",0.29,0.64,0.07,0.16","us"
"39942","""39941"",7,9,1,1,1,1,1,2,""china"",0.08,0.71,0.33,0.25","us"
"39943","""39942"",28,2,1,1,1,2,1,2,""china"",0.23,0.14,0.64,0.08","us"
"39944","""39943"",18,10,2,1,2,3,2,2,""china"",0.46,0.64,0.26,0.11","us"
"39945","""39944"",4,2,2,1,2,2,2,2,""us"",0.72,0.08,0.8,0.23","us"
"39946","""39945"",10,3,1,1,2,2,2,2,""us"",0.35,0.54,0.34,0.51","us"
"39947","""39946"",30,9,1,1,2,1,1,2,""us"",0.1,0.19,0.1,0.74","us"
"39948","""39947"",14,5,1,1,2,3,1,2,""china"",0.54,0.52,0.92,0.91","us"
"39949","""39948"",5,8,2,1,3,1,1,2,""china"",0.6,0.86,0.76,0.04","us"
"39950","""39949"",20,9,2,1,2,2,2,2,""china"",0.24,0.05,0.35,0.28","us"
"39951","""39950"",26,2,1,1,2,2,2,2,""china"",0.53,0.73,0.63,0.23","us"
"39952","""39951"",4,9,2,1,3,1,2,2,""china"",0.71,0.98,0.85,0.98","us"
"39953","""39952"",7,9,2,1,1,3,1,2,""china"",0.46,0.04,0.66,0.79","us"
"39954","""39953"",23,4,1,1,2,2,1,2,""china"",0.18,0.11,0.68,0.41","us"
"39955","""39954"",28,10,1,1,1,2,1,2,""china"",0.14,0.09,1,0.65","us"
"39956","""39955"",12,4,1,1,2,2,2,2,""us"",0.85,0.88,0.6,0.51","us"
"39957","""39956"",9,4,2,1,2,2,1,2,""china"",0.59,0.98,0.55,0.74","us"
"39958","""39957"",18,5,2,1,3,2,1,2,""china"",0.62,0.52,0.52,0.46","us"
"39959","""39958"",22,2,1,1,2,2,1,2,""china"",0.49,0.75,0.08,0.11","us"
"39960","""39959"",14,7,1,1,2,2,1,2,""us"",0.07,0.72,0.36,0.17","us"
"39961","""39960"",7,4,2,1,3,3,2,2,""us"",0.97,0.08,0.02,0.52","us"
"39962","""39961"",24,7,1,1,2,2,2,2,""us"",0.65,0.12,0.21,0.73","us"
"39963","""39962"",17,2,2,1,2,3,2,2,""china"",0.22,0.69,0.94,0.6","us"
"39964","""39963"",16,7,1,1,2,3,2,2,""china"",0.75,0.83,0.07,0.95","us"
"39965","""39964"",24,9,2,1,1,2,1,2,""us"",0.55,0.79,0.65,0.72","us"
"39966","""39965"",28,5,1,1,3,1,1,2,""china"",0.74,0.34,0.93,0.97","us"
"39967","""39966"",6,2,2,1,2,2,1,2,""us"",0.51,0.62,0.83,0.27","us"
"39968","""39967"",16,3,2,1,2,1,2,2,""us"",0.43,0.77,0.91,0.13","us"
"39969","""39968"",7,10,2,1,2,2,2,2,""us"",0.76,0.13,0.34,0.87","us"
"39970","""39969"",28,3,1,1,2,3,1,2,""us"",0.81,0.83,0.88,0.52","us"
"39971","""39970"",16,7,2,1,2,3,1,2,""us"",0.54,0.32,0.92,0.52","us"
"39972","""39971"",19,2,2,1,3,2,2,2,""us"",0.1,0.18,0.82,0.16","us"
"39973","""39972"",9,3,1,1,3,2,1,2,""us"",0.19,0.89,0.54,0.09","us"
"39974","""39973"",22,4,2,1,2,2,2,2,""us"",0.51,0.81,0.49,0.6","us"
"39975","""39974"",28,7,2,1,2,2,1,2,""china"",0.71,0.32,0.65,0.5","us"
"39976","""39975"",8,7,1,1,3,1,1,2,""us"",0.93,0.48,0.26,0.16","us"
"39977","""39976"",10,9,1,1,2,2,1,2,""china"",0.49,0.28,0.6,0.99","us"
"39978","""39977"",14,4,2,1,1,1,1,2,""us"",0.12,0.16,0.35,0.1","us"
"39979","""39978"",2,6,1,1,2,1,2,2,""china"",0.31,0.59,0.44,0.48","us"
"39980","""39979"",29,8,2,1,2,2,2,2,""china"",0.44,0.16,0.95,0.85","us"
"39981","""39980"",19,10,2,1,2,1,2,2,""china"",0.06,0.79,0.94,0.59","us"
"39982","""39981"",25,1,1,1,2,2,1,2,""china"",0.02,0.07,0.94,0.79","us"
"39983","""39982"",25,9,1,1,3,3,1,2,""us"",0.38,0.66,0.31,0.38","us"
"39984","""39983"",16,3,2,1,3,3,1,2,""us"",0.63,0.09,0.45,0.76","us"
"39985","""39984"",5,9,1,1,3,2,2,2,""china"",0.5,0.12,0.82,0.38","us"
"39986","""39985"",21,9,1,1,2,2,2,2,""china"",0.62,0.85,0.14,0.34","us"
"39987","""39986"",8,5,1,1,2,2,1,2,""china"",0.07,0.33,0.1,0.3","us"
"39988","""39987"",8,2,1,1,2,1,1,2,""china"",0.41,0.24,0.3,0.79","us"
"39989","""39988"",29,3,2,1,2,3,1,2,""china"",0.53,0.04,0.66,0.68","us"
"39990","""39989"",11,7,2,1,2,1,1,2,""us"",0.79,0.45,0.15,0.07","us"
"39991","""39990"",2,10,1,1,2,3,1,2,""us"",0.61,0.68,0.87,0.87","us"
"39992","""39991"",26,2,2,1,2,1,1,2,""china"",0.81,0.08,0.71,0.47","us"
"39993","""39992"",12,4,1,1,2,3,2,2,""us"",0.47,0.65,0.78,0.28","us"
"39994","""39993"",7,5,1,1,2,2,1,2,""us"",0.2,0.61,0.65,0.69","us"
"39995","""39994"",17,7,2,1,2,3,2,2,""us"",0.14,0.76,0.79,0.82","us"
"39996","""39995"",18,6,2,1,3,3,2,2,""china"",0.19,0.37,0.43,0.91","us"
"39997","""39996"",23,9,1,1,3,1,2,2,""us"",1,0.05,0.56,0.71","us"
"39998","""39997"",27,9,2,1,3,1,2,2,""us"",0.54,0.32,0.32,0.32","us"
"39999","""39998"",11,2,1,1,3,3,1,2,""us"",0.51,0.43,0.05,0.28","us"
"40000","""39999"",21,7,2,1,2,3,2,2,""china"",0.94,0.23,0.79,0.12","us"
"40001","""40000"",3,8,2,1,2,1,2,2,""us"",0.38,0.63,0.44,0.46","us"
"40002","""40001"",17,2,2,1,3,1,2,2,""us"",0.15,0.32,0.85,0.29","us"
"40003","""40002"",12,1,1,1,1,2,2,2,""china"",0.29,0.98,0.37,0.53","us"
"40004","""40003"",11,2,1,1,2,2,1,2,""china"",0.89,0.36,0.86,0.75","us"
"40005","""40004"",24,8,2,1,2,3,1,2,""us"",0.21,0.18,0.47,0.38","us"
"40006","""40005"",20,3,1,1,1,1,1,2,""us"",0.75,0.82,0.73,0.43","us"
"40007","""40006"",11,6,2,1,2,2,1,2,""china"",0.71,0.1,0.16,0.98","us"
"40008","""40007"",20,4,2,1,1,2,2,2,""china"",0.14,0.49,0.68,0.04","us"
"40009","""40008"",23,1,1,1,2,2,2,2,""china"",0.22,0.8,0.48,0.99","us"
"40010","""40009"",29,5,2,1,1,2,1,2,""china"",0.37,0.98,0.03,0.45","us"
"40011","""40010"",28,10,2,1,2,1,2,2,""us"",0.92,0.5,0.84,0.97","us"
"40012","""40011"",22,1,2,1,2,2,1,2,""china"",0.8,0.06,0.6,0.49","us"
"40013","""40012"",24,2,2,1,1,2,2,2,""us"",0.95,0.84,0.97,0.31","us"
"40014","""40013"",17,10,2,1,1,1,1,2,""china"",0.08,0.43,0.46,0.36","us"
"40015","""40014"",25,8,1,1,2,2,2,2,""china"",0.94,0.14,0.81,0.07","us"
"40016","""40015"",8,5,2,1,1,1,1,2,""china"",0.46,0.43,0.46,0.09","us"
"40017","""40016"",10,2,1,1,2,2,1,2,""china"",0.95,0.47,0.04,0.08","us"
"40018","""40017"",4,8,2,1,1,3,2,2,""china"",0.65,0.28,0.77,0.35","us"
"40019","""40018"",3,6,2,1,2,1,1,2,""china"",0.98,0.49,0.98,0.76","us"
"40020","""40019"",18,3,1,1,2,2,2,2,""us"",0.06,0.04,0.89,0.45","us"
"40021","""40020"",9,6,2,1,3,3,1,2,""us"",0.79,0.97,0.18,0.25","us"
"40022","""40021"",25,2,1,1,1,2,2,2,""us"",0.68,0.07,0.5,0.8","us"
"40023","""40022"",13,1,2,1,1,1,2,2,""china"",0.29,0.71,0.67,0.67","us"
"40024","""40023"",7,5,1,1,3,1,1,2,""china"",0.22,0.05,0.31,0.63","us"
