"","china_platform","us_platform","china_staying_power","us_staying_power","china_defense","us_defense","china_offense","us_offense","first_salvo","china_scouting","us_scouting","china_ready","us_ready","outcome_china","outcome_us","iter"
"44552",22,2,2,1,3,2,1,2,"china",0.84,0.11,0.41,0.35,"37.1888","-15.08","1"
"44553",12,6,1,1,2,3,2,2,"us",0.71,0.49,0.08,0.63,"11.96","-11.2032","1"
"44554",5,3,1,1,2,2,1,2,"us",0.19,0.08,0.93,0.2,"39.959792","-7.39104048","2"
"44555",17,6,2,1,1,2,2,2,"china",0.46,0.4,0.34,0.77,"24.114","-10.56","1"
"44556",19,9,2,1,2,2,2,2,"china",0.23,0.58,0.52,0.77,"31.0028","-3.66","1"
"44557",9,1,1,1,2,2,2,2,"us",0.78,0.93,0.93,0.1,"22.02","-31.9512","1"
"44558",17,8,2,1,3,2,1,2,"china",0.97,0.86,0.49,0.45,"40.4084","-12.69","1"
"44559",22,10,2,1,2,1,2,2,"china",0.7,0.14,0.19,0.97,"29.9404","-26.86","1"
"44560",15,1,2,1,2,2,2,2,"us",0.52,0.3,0.63,0.74,"23.85","-19.844","1"
"44561",7,2,2,1,3,2,2,2,"china",0.64,0.03,0.1,1,"8.1388","-2.96","1"
"44562",6,2,2,1,2,2,1,2,"us",0.54,0.91,0.65,0.85,"12.388512","-3.89043648","2"
"44563",26,9,2,1,2,2,2,2,"us",0.58,0.67,0.47,0.53,"36.88","-38.6608","1"
"44564",18,10,2,1,2,1,2,2,"us",0.41,0.41,0.6,0.05,"27.98","-20.8436","1"
"44565",19,6,2,1,1,3,1,2,"china",0.31,0.3,0.35,0.1,"23.312","-3.29","1"
"44566",16,8,1,1,1,2,1,2,"us",0.49,0.68,0.88,0.38,"27.36","-9.8864","1"
"44567",4,7,1,1,3,3,1,2,"us",0.49,0.19,0.6,0.6,"29.047928","-12.87716472","2"
"44568",29,2,1,1,1,1,2,2,"us",0.26,0.96,0.01,0.43,"25.45","-10.374","1"
"44569",20,2,1,1,2,2,1,2,"china",0.75,0.47,0.81,0.67,"62.1008","-10.32","1"
"44570",8,7,2,1,1,2,1,2,"china",0.58,0.39,0.39,0.31,"10.106","-1.4","1"
"44571",23,8,1,1,2,2,2,2,"china",0.23,0.89,0.94,0.04,"81.2276","-8.42","1"
"44572",17,8,2,1,2,2,1,2,"china",0.81,0.13,0.65,0.44,"29.3513","-10.01","1"
"44573",23,4,2,1,3,2,2,2,"us",0.42,0.02,0.79,0.96,"50.215","-36.3406","1"
"44574",16,7,2,1,3,3,2,2,"china",0.9,0.97,0.73,0.85,"54.569","-21.7","1"
"44575",14,8,2,1,3,3,1,2,"us",0.55,0.92,0.55,0.97,"23.71","-5.2205","1"
"44576",23,2,1,1,2,2,1,2,"us",0.34,0.85,0.07,0.76,"22.82","-2.7188","1"
"44577",25,8,2,1,3,2,1,2,"us",0.12,0.68,0.04,0.52,"25.925424","-0.942122879999999","2"
"44578",17,4,2,1,3,2,1,2,"china",0.01,0.66,0.78,0.53,"1612419991.15608","-1786090.80101084","25"
"44579",5,3,2,1,1,3,2,2,"us",0.6,0.6,0.61,0.97,"6.091125","-1.71805","2"
"44580",7,9,2,1,1,2,2,2,"us",0.41,0.97,0.65,0.42,"7.335","-2.3347","1"
"44581",16,8,1,1,2,2,1,2,"us",0.66,0.17,0.04,0.41,"16.6","-7.316","1"
"44582",22,4,2,1,3,1,2,2,"china",0.77,0.91,0.77,0.56,"75.4016","-30.76","1"
"44583",28,5,1,1,2,1,1,2,"china",0.82,0.49,0.6,0.8,"80.5728","-19.36","1"
"44584",15,3,2,1,2,2,2,2,"us",0.19,0.33,0.92,0.25,"28.14","-7.6932","1"
"44585",5,2,1,1,1,1,2,2,"china",0.75,0.46,0.14,0.44,"9.9504","-4.62","1"
"44586",10,6,1,1,3,3,1,2,"china",0.02,0.65,0.46,0.27,"24940.3885381834","-165.200235195881","10"
"44587",14,2,2,1,2,2,1,2,"us",0.54,0.74,0.93,0.49,"25.54","-9.8316","1"
"44588",3,8,2,1,3,2,2,2,"us",0.33,0.53,0.89,0.03,"5.945","-1.8037","1"
"44589",2,2,2,1,3,3,1,2,"us",0.51,0.65,0.15,0.34,"-0.836025","7.40244275","2"
"44590",12,7,1,1,1,2,2,2,"china",0.31,0.16,0.37,0.82,"17.1312","-2.16","1"
"44591",20,2,1,1,1,1,1,2,"china",0.54,0.84,0.91,0.69,"50.6656","-7.42","1"
"44592",16,2,2,1,2,1,2,2,"china",0.1,0.36,0.82,0.69,"54.8629264","-5.50684","2"
"44593",19,9,1,1,3,2,2,2,"china",0.3,0.59,0.04,0.58,"29.6344","-7.08","1"
"44594",4,4,1,1,3,3,1,2,"us",0.39,0.52,0.05,0.18,"-2.2436472128","5.418164585792","3"
"44595",13,3,1,1,2,3,1,2,"us",0.13,0.83,0.79,0.45,"76.687076","-8.15652988","2"
"44596",17,1,2,1,1,2,2,2,"us",0.35,0.79,0.01,0.53,"15.505","-6.7335","1"
"44597",24,5,1,1,2,2,2,2,"us",0.19,0.06,0.54,0.91,"49.68","-13.2384","1"
"44598",19,7,2,1,2,2,2,2,"china",0.04,0.54,0.91,0.81,"-9884.15026930088","21824.5270078839","12"
"44599",25,2,2,1,2,3,1,2,"china",0.06,0.83,0.02,0.52,"-40.2374947797477","49.331336103547","4"
"44600",15,7,2,1,3,2,1,2,"us",0.04,0.39,0.31,0.38,"263.334713862253","-5.56357149010023","8"
"44601",7,6,2,1,3,2,2,2,"china",0.65,0.67,0.44,0.32,"15.5194","-5.82","1"
"44602",6,8,2,1,2,3,2,2,"us",0.85,0.34,0.78,0.2,"10","-13.8","1"
"44603",7,4,1,1,2,3,2,2,"us",0.3,0.81,0.52,0.78,"22.43088","-13.271488","2"
"44604",30,1,2,1,2,3,1,2,"us",0.19,0.12,0.37,0.01,"40.86","-5.7034","1"
"44605",17,4,1,1,2,3,1,2,"china",0.44,0.11,0.97,0.36,"50.7104","-3.32","1"
"44606",16,5,1,1,1,1,1,2,"us",0.54,0.47,0.91,0.52,"28.68","-12.4472","1"
"44607",28,3,2,1,3,2,2,2,"us",0.48,0.94,0.71,0.45,"55.94","-49.9024","1"
"44608",13,7,1,1,1,3,1,2,"us",0.64,0.91,0.42,0.95,"14.82","-1.7848","1"
"44609",6,4,2,1,2,2,2,2,"china",0.25,0.38,0.08,0.02,"6.8296","-0.92","1"
"44610",10,10,1,1,3,1,2,2,"china",0.07,0.05,0.95,0.98,"147.267936","-0.285360000000001","2"
"44611",27,4,2,1,2,2,1,2,"us",0.35,0.1,1,0.09,"53.8","-16.47","1"
"44612",8,3,1,1,2,2,2,2,"china",0.66,0.48,0.94,0.96,"27.5712","-4.72","1"
"44613",23,8,2,1,1,1,2,2,"china",0.6,0.57,0.03,0.66,"37.1846","-24.28","1"
"44614",22,2,1,1,3,2,1,2,"us",0.07,0.15,0.91,0.95,"303.81646","-20.9835322","2"
"44615",6,5,2,1,3,3,1,2,"us",0.88,0.48,0.19,0.59,"6.75","-0.4","1"
"44616",8,8,1,1,1,2,2,2,"us",0.74,0.46,0.98,0.18,"14","-18","1"
"44617",12,10,1,1,3,1,2,2,"us",0.16,0.47,0.1,0.87,"13.72","-0.6504","1"
"44618",28,5,2,1,2,3,2,2,"china",0.07,0.02,0.71,0.22,"47.892","-0.600000000000001","1"
"44619",24,1,2,1,3,3,2,2,"china",0.34,0.98,0.63,0.34,"58.7144","-12.28","1"
"44620",29,9,2,1,2,3,2,2,"us",0.95,0.34,0.84,0.2,"52.68","-96.892","1"
"44621",4,5,1,1,1,1,1,2,"china",0.1,0.67,0.3,0.72,"-5.3913344","5.11616","2"
"44622",28,2,2,1,1,3,2,2,"china",0.48,0.09,0.29,0.35,"34.1102","-22.78","1"
"44623",15,5,1,1,2,2,1,2,"us",0.24,0.84,0.39,0.15,"23.34","-3.0016","1"
"44624",28,5,1,1,2,3,2,2,"china",0.12,0.25,0.67,0.86,"159.8504","-14.0968","2"
"44625",20,3,2,1,2,3,2,2,"us",0.95,0.08,0.76,0.65,"35.04","-60.676","1"
"44626",29,5,2,1,2,2,1,2,"china",0.02,0.98,0.38,0.11,"96.8778399987701","-0.407991412535039","4"
"44627",3,1,2,1,2,2,2,2,"us",0.32,0.74,0.75,0.4,"5.718972","-1.52318208","2"
"44628",24,10,1,1,2,1,1,2,"us",0.92,0.41,0.76,0.23,"58.84","-51.6728","1"
"44629",21,2,1,1,1,2,2,2,"china",0.34,0.5,0.51,0.14,"43.43","-11.72","1"
"44630",10,7,2,1,1,2,2,2,"china",0.18,0.24,0.78,0.81,"18.90961696","-0.565503999999998","2"
"44631",8,1,1,1,3,1,2,2,"china",0.17,0.89,0.29,0.46,"35.6280608","-4.67336","2"
"44632",14,6,1,1,2,2,1,2,"china",0.19,0.26,0.33,0.89,"153.120501777963","-10.9554776565283","5"
"44633",11,9,1,1,2,1,2,2,"china",0.41,0.16,0.76,0.76,"29.48","-5.5","1"
"44634",17,6,1,1,3,1,1,2,"china",0.16,0.06,0.7,0.26,"52.724","-0.2","1"
"44635",27,5,2,1,1,1,1,2,"us",0.77,0.56,0.43,0.93,"31.685","-20.53745","1"
"44636",20,7,2,1,2,3,2,2,"china",0.83,0.82,0.43,0.06,"53.8888","-30.84","1"
"44637",29,9,2,1,3,2,2,2,"china",0.16,0.74,0.66,0.89,"60.4628","-3.72","1"
"44638",11,9,1,1,3,2,2,2,"us",0.2,0.44,0.86,0.16,"37.62","-12.408","1"
"44639",5,10,1,1,1,2,2,2,"us",0.94,0.27,0.82,0.33,"8.02","-11.7576","1"
"44640",13,8,1,1,2,3,1,2,"china",0.78,0.33,0.03,0.83,"15.8656","-3.16","1"
"44641",22,7,2,1,2,1,2,2,"us",0.03,0.77,0.55,0.55,"49.585272","-1.19819632","2"
"44642",14,5,1,1,2,2,1,2,"us",0.02,0.07,0.39,0.5,"113408045.611105","-1451267.56616724","28"
"44643",28,9,2,1,2,2,2,2,"us",0.38,0.05,0.86,0.04,"51.98","-37.3448","1"
"44644",29,8,2,1,2,2,2,2,"us",0.46,0.9,0.62,0.54,"45.18","-37.4056","1"
"44645",7,9,1,1,1,3,2,2,"china",0.74,0.31,0.82,0.25,"16.9932","-6.86","1"
"44646",6,2,1,1,1,1,2,2,"china",0.51,0.78,0.52,0.12,"15.1728","-3.88","1"
"44647",13,1,1,1,3,2,1,2,"china",0.67,0.94,0.24,0.17,"33.6964","-6.03","1"
"44648",9,7,2,1,2,1,1,2,"china",0.92,0.97,0.44,0.37,"18.3338","-5.54","1"
"44649",10,9,1,1,3,1,2,2,"us",0.23,0.2,0.74,0.33,"31.4","-11.784","1"
"44650",28,7,1,1,2,1,2,2,"china",0.92,0.21,0.53,0.79,"77.8148","-47.94","1"
"44651",25,8,1,1,2,1,1,2,"us",0.9,0.18,0.1,0.8,"29.28","-22.752","1"
"44652",12,1,2,1,2,3,1,2,"us",0.08,0.41,0.9,0.57,"384291.970479212","-11579.5221648513","17"
"44653",21,6,1,1,1,1,2,2,"us",0.98,0.47,0.55,0.02,"30.67","-58.0732","1"
"44654",24,4,2,1,3,3,2,2,"us",0.11,0.4,0.26,0.51,"32.56","-2.1032","1"
"44655",14,6,2,1,2,1,2,2,"china",0.68,0.79,0.32,0.77,"30.725","-15.5","1"
"44656",26,2,1,1,2,1,1,2,"us",0.38,0.9,0.91,0.64,"69.72","-23.2136","1"
"44657",12,8,1,1,1,2,1,2,"us",0.77,0.65,0.67,0.69,"17.44","-8.6688","1"
"44658",21,4,1,1,1,2,1,2,"china",0.82,0.5,0.4,0.05,"44.42","-15.02","1"
"44659",22,8,2,1,2,1,2,2,"us",0.34,0.43,0.92,0.55,"41.38","-25.0384","1"
"44660",20,1,2,1,3,3,2,2,"china",0.12,0.37,0.73,0.47,"91.46722588","-10.006024","2"
"44661",20,6,2,1,1,3,2,2,"china",0.55,0.47,0.57,0.76,"32.9568","-15.44","1"
"44662",13,9,1,1,3,1,1,2,"us",0.16,0.56,0.45,0.09,"28.31","-2.3496","1"
"44663",30,6,1,1,2,1,2,2,"us",0.97,0.71,0.15,0.49,"36.16","-67.1704","1"
"44664",10,9,2,1,2,2,1,2,"china",0.69,0.75,0.03,0.29,"13.105","-3.74","1"
"44665",28,9,1,1,3,1,2,2,"us",0.12,0.91,0.49,0.08,"65.52","-13.5648","1"
"44666",24,3,1,1,3,1,1,2,"china",0.52,0.52,0.23,0.71,"49.9824","-9.06","1"
"44667",19,7,2,1,2,1,2,2,"china",0.37,0.37,0.02,0.71,"23.3168","-10.64","1"
"44668",6,4,2,1,2,1,2,2,"us",0.38,0.76,0.02,0.42,"4.6","-0.656","1"
"44669",5,10,2,1,3,2,1,2,"us",0.27,0.17,0.95,0.19,"11.785","-0.42195","1"
"44670",29,8,1,1,2,3,2,2,"china",0.49,0.23,0.5,0.66,"68.3316","-22.46","1"
"44671",25,9,2,1,2,2,2,2,"us",0.29,0.63,0.96,0.79,"47.74","-22.5292","1"
"44672",24,1,1,1,1,2,1,2,"us",0.7,0.78,0.97,0.01,"44.16","-28.872","1"
"44673",5,8,1,1,2,2,2,2,"china",0.2,0.99,0.87,0.41,"31.0093856","-1.19632","2"
"44674",21,6,1,1,2,2,1,2,"china",0.81,0.78,0.23,0.72,"49.5828","-12.13","1"
"44675",29,3,1,1,2,1,2,2,"china",0.57,0.68,0.16,0.78,"78.4","-29.5","1"
"44676",27,9,1,1,3,1,1,2,"us",0.51,0.26,0.8,0.12,"90.76","-44.0476","1"
"44677",20,6,2,1,2,2,1,2,"china",0.41,0.79,0.5,0.48,"33.3812","-4.28","1"
"44678",2,6,2,1,2,2,1,2,"us",0.13,0.61,0.8,0.26,"-3.28417310521836","12.9008779076209","5"
"44679",16,7,1,1,2,3,1,2,"us",0.89,0.18,0.41,0.83,"28.4","-18.296","1"
"44680",5,6,2,1,1,2,1,2,"china",0.08,0.95,0.06,0.24,"-0.593252","3.57136","2"
"44681",15,4,1,1,2,2,2,2,"china",0.21,0.68,0.78,0.58,"41.0928","-1.98","1"
"44682",14,7,2,1,2,3,2,2,"china",0.21,0.3,0.47,0.54,"20.772","-0.64","1"
"44683",9,8,2,1,1,2,2,2,"china",0.84,0.78,0.31,0.12,"20.2542","-12.64","1"
"44684",8,3,2,1,3,3,1,2,"us",0.78,0.73,0.37,0.61,"10.98","-2.9044","1"
"44685",18,2,2,1,3,3,2,2,"us",0.94,0.86,0.74,0.64,"36.26","-62.3288","1"
"44686",22,4,2,1,3,3,2,2,"us",0.96,0.07,0.74,0.29,"46.28","-85.1176","1"
"44687",19,5,2,1,2,2,1,2,"china",0.98,0.25,0.6,0.03,"34.525","-16.5","1"
"44688",20,3,2,1,3,1,2,2,"us",0.71,0.51,0.83,0.22,"43.88","-59.8696","1"
"44689",19,2,1,1,2,2,2,2,"china",0.9,0.32,0.88,0.28,"72.3312","-31.08","1"
"44690",29,1,2,1,3,1,1,2,"china",0.08,0.22,1,0.08,"72.5352","-0.16","1"
"44691",13,5,2,1,1,2,2,2,"us",0.11,0.2,0.16,0.3,"14.69136","-2.9133792","2"
"44692",16,8,2,1,2,3,2,2,"us",0.46,0.6,0.64,0.43,"25.04","-18.4568","1"
"44693",8,6,2,1,1,2,2,2,"china",0.03,0.7,0.16,0.32,"-0.00870927999999882","6.6167344","3"
"44694",15,6,1,1,3,1,2,2,"china",0.87,0.59,0.33,0.05,"58.17","-24","1"
"44695",7,9,2,1,1,1,1,2,"china",0.84,0.42,0.01,0.23,"8.4714","-3.42","1"
"44696",9,3,1,1,2,3,1,2,"china",0.17,0.85,0.86,0.23,"58.881965","-0.50045","2"
"44697",6,1,2,1,2,1,2,2,"us",0.91,0.14,0.12,0.2,"6.44","-9.3208","1"
"44698",25,7,2,1,3,3,1,2,"us",0.95,0.8,0.8,0.88,"53.4","-43.45","1"
"44699",11,9,2,1,3,2,1,2,"us",0.92,0.09,0.99,0.06,"27.155","-22.7426","1"
"44700",15,6,1,1,3,2,1,2,"china",0.55,0.57,0.97,0.85,"61.899","-2.85","1"
"44701",2,4,1,1,1,3,1,2,"china",0.16,0.31,0.89,0.19,"-1.414679933376","6.2332767648","3"
"44702",11,10,1,1,3,2,2,2,"china",0.06,0.86,0.09,0.18,"19.15897998752","-0.952909215999999","3"
"44703",17,5,1,1,3,1,2,2,"china",0.25,0.58,0.07,0.32,"27.3676","-5.86","1"
"44704",8,3,1,1,2,2,2,2,"us",0.59,0.27,0.4,0.02,"13.32","-13.6376","1"
"44705",27,3,2,1,1,2,2,2,"us",0.59,0.53,0.34,0.29,"30.53","-32.8654","1"
"44706",11,9,1,1,1,3,2,2,"china",0.8,0.39,0.51,0.24,"27.6548","-14.16","1"
"44707",19,7,2,1,3,2,2,2,"us",0.75,0.44,0.84,0.52,"42.06","-59.01","1"
"44708",26,7,1,1,2,2,2,2,"us",0.39,1,0.79,0.62,"63.08","-44.7224","1"
"44709",29,6,1,1,3,2,1,2,"china",0.09,0.06,0.44,0.27,"156.59791088","-5.326324","2"
"44710",27,8,1,1,2,3,2,2,"us",0.99,0.93,0.39,0.62,"44.34","-82.0732","1"
"44711",26,7,2,1,2,2,2,2,"us",0.29,0.12,0.32,0.37,"34.08","-16.2864","1"
"44712",7,1,2,1,2,2,2,2,"china",0.99,0.96,0.29,0.7,"17.7276","-9.06","1"
"44713",9,10,2,1,1,2,2,2,"china",0.5,0.41,1,0.8,"15.058","-3.8","1"
"44714",7,6,1,1,2,3,2,2,"china",0.8,0.81,0.98,0.6,"29.792","-5.6","1"
"44715",29,5,1,1,3,3,1,2,"us",0.69,0.11,0.04,0.66,"32.04","-16.1476","1"
"44716",23,6,1,1,2,3,2,2,"china",0.67,0.48,0.68,0.72,"77.8","-24.5","1"
"44717",12,5,1,1,2,3,2,2,"china",0.43,0.64,0.83,0.15,"41.4176","-7.42","1"
"44718",19,7,2,1,2,2,2,2,"china",0.79,0.63,0.66,0.07,"49.0162","-27.74","1"
"44719",3,2,1,1,2,1,1,2,"us",0.4,0.18,0.38,0.48,"7.61664","-1.365376","2"
"44720",26,3,1,1,2,2,2,2,"us",0.15,0.43,0.39,0.14,"44.56","-10.808","1"
"44721",26,6,1,1,1,2,2,2,"china",0.53,0.89,0.33,0.56,"76.0896","-23.32","1"
"44722",13,5,2,1,2,1,1,2,"china",0.76,0.04,0.25,0.81,"16.5004","-6.26","1"
"44723",8,5,2,1,2,3,1,2,"china",0.22,0.72,0.68,0.57,"-18.4715764492612","45.8927703593126","4"
"44724",21,6,1,1,2,1,2,2,"us",0.72,0.23,0.61,0.04,"45.7","-63.728","1"
"44725",30,2,2,1,1,2,1,2,"china",0.43,0.29,0.3,0.83,"36.6982","-7.58","1"
"44726",16,3,2,1,2,2,2,2,"china",0.42,0.42,0.37,0.47,"25.9352","-9.56","1"
"44727",21,7,1,1,1,1,2,2,"us",0.44,0.94,0.81,0.22,"34.25","-27.7","1"
"44728",30,4,1,1,1,2,1,2,"china",0.93,0.11,0.07,0.1,"37.71","-25.5","1"
"44729",11,9,2,1,2,2,1,2,"china",0.45,1,0.23,0.72,"13.6","-0.0700000000000003","1"
"44730",29,10,1,1,1,3,2,2,"us",0.68,0.24,0.77,0.82,"50.37","-61.5832","1"
"44731",5,9,1,1,3,2,1,2,"us",0.18,0.42,0.58,0.7,"83.5033292288","-13.116072029184","3"
"44732",26,2,2,1,3,2,1,2,"us",0.58,0.59,0.73,0.28,"53.29","-27.7882","1"
"44733",22,7,1,1,2,3,2,2,"china",0.53,0.94,0.06,0.64,"57.5024","-17.48","1"
"44734",6,6,1,1,3,2,2,2,"china",0.81,0.45,0.42,0.92,"17.196","-4.04","1"
"44735",20,3,1,1,2,2,1,2,"china",0.09,0.27,0.97,0.02,"175.12055568","-4.987192","2"
"44736",8,5,2,1,1,1,2,2,"us",0.52,0.36,0.89,1,"10.84","-7.2736","1"
"44737",20,1,2,1,2,2,2,2,"china",0.2,0.31,0.18,0.61,"24.7036","-3.56","1"
"44738",28,4,1,1,2,1,2,2,"china",0.52,0.48,0.53,0.3,"83.1392","-26.52","1"
"44739",12,4,1,1,2,2,1,2,"china",0.38,0.55,0.67,0.31,"29.532","-1.32","1"
"44740",11,5,1,1,2,3,2,2,"us",0.9,0.67,0.52,0.03,"19.76","-33.388","1"
"44741",20,6,1,1,2,3,1,2,"china",1,0.85,0.48,0.6,"63.68","-14.4","1"
"44742",13,3,1,1,2,3,2,2,"us",0.08,0.08,0.15,0.63,"-91.4068917032072","1904.724377558","8"
"44743",26,2,1,1,3,2,2,2,"china",0.93,0.49,0.28,0.37,"91.8224","-44.88","1"
"44744",25,5,2,1,2,2,1,2,"china",0.11,0.72,0.62,0.86,"160.352846753012","-5.88102526435328","4"
"44745",14,3,2,1,2,1,1,2,"china",0.43,0.1,0.59,0.92,"22.478","-2.18","1"
"44746",18,6,1,1,2,3,1,2,"us",0.72,0.21,0.3,0.45,"27.96","-15.4312","1"
"44747",27,8,2,1,2,3,2,2,"us",0.24,0.44,0.71,0.67,"45.29","-15.7192","1"
"44748",8,5,2,1,3,1,1,2,"us",0.18,0.35,0.69,0.91,"31.34984","-3.7031752","2"
"44749",2,10,2,1,2,2,1,2,"us",0.36,0.23,0.72,0.29,"7.6164982432","-0.173838714752","3"
"44750",12,4,1,1,3,2,1,2,"china",0.47,0.1,0.58,0.84,"32.936","-0.28","1"
"44751",16,3,1,1,1,3,1,2,"us",0.13,0.34,0.11,0.21,"17.43696","-0.4281648","2"
"44752",18,5,2,1,1,2,1,2,"china",0.33,0.87,0.77,0.36,"27.105","-2.5","1"
"44753",10,10,1,1,1,2,1,2,"china",0.26,0.25,0.54,0.44,"23.659","-1.6724","2"
"44754",15,1,1,1,2,1,2,2,"china",0.99,0.1,0.06,0.03,"22.328","-27.64","1"
"44755",11,5,1,1,3,1,1,2,"us",0.83,0.23,0.76,0.4,"35.16","-26.3828","1"
"44756",6,10,2,1,2,2,2,2,"china",0.37,0.64,0.28,0.3,"8.4736","-1.24","1"
"44757",8,3,2,1,2,2,2,2,"china",0.36,0.66,0.22,0.54,"10.816","-1.6","1"
"44758",11,7,2,1,1,1,2,2,"us",0.32,0.06,0.1,0.08,"11.43","-5.1552","1"
"44759",28,5,1,1,3,2,1,2,"us",0.14,0.3,0.64,0.66,"80.56","-6.6384","1"
"44760",14,9,1,1,1,3,1,2,"us",0.48,0.01,0.7,0.62,"23.76","-5.6848","1"
"44761",14,1,2,1,2,2,2,2,"china",0.57,0.15,0.56,0.98,"23.346","-10.04","1"
"44762",9,9,1,1,3,1,1,2,"china",0.61,0.61,0.08,0.93,"13.1486","-1.63","1"
"44763",10,6,2,1,1,3,1,2,"china",0.59,0.35,0.57,0.24,"13.711","-2.46","1"
"44764",23,4,1,1,2,2,2,2,"us",0.56,0.98,0.09,0.49,"23.22","-22.0464","1"
"44765",11,3,1,1,2,3,1,2,"china",0.45,0.09,0.69,0.38,"26.3006","-0.67","1"
"44766",10,9,2,1,2,2,2,2,"china",0.36,0.53,0.05,0.2,"12.832","-4.4","1"
"44767",10,6,1,1,2,2,2,2,"china",0.37,0.62,0.21,0.46,"18.6144","-3.56","1"
"44768",3,7,1,1,3,2,1,2,"us",0.8,0.16,0.21,0.83,"10.2722026","-8.06688688000001","3"
"44769",28,5,2,1,1,2,1,2,"china",0.5,0.52,0.36,0.96,"37.2832","-8.16","1"
"44770",17,4,2,1,2,1,1,2,"us",0.27,0.99,0.63,0.79,"25.73","-3.3671","1"
"44771",21,9,1,1,3,2,2,2,"us",0.42,0.78,0.34,0.25,"39.3","-30.012","1"
"44772",24,3,1,1,2,2,2,2,"us",0.14,0.58,0.87,0.27,"63.44","-14.6832","1"
"44773",28,5,1,1,2,1,2,2,"us",0.89,0.09,0.31,0.3,"45","-77.5","1"
"44774",23,5,1,1,1,1,1,2,"china",0.11,0.05,0.9,0.41,"83.414391","-4.39491","2"
"44775",5,10,1,1,2,3,2,2,"us",0.18,0.21,0.48,0.68,"30.9005441024","-2.652368625664","3"
"44776",27,7,2,1,2,2,1,2,"us",0.78,0.91,0.96,0.27,"51.1","-36.778","1"
"44777",16,9,2,1,2,2,1,2,"us",0.29,0.78,0.18,0.62,"17.32","-0.5428","1"
"44778",30,9,2,1,2,2,1,2,"us",0.65,0.92,0.72,0.74,"49.76","-27.384","1"
"44779",20,4,1,1,2,2,2,2,"us",1,0.63,0.85,0.94,"51.48","-97.2","1"
"44780",24,5,2,1,2,3,2,2,"us",0.79,0.44,0.23,0.48,"28.64","-40.3712","1"
"44781",27,3,1,1,3,2,1,2,"china",0.79,0.29,0.26,0.88,"57.2298","-15.81","1"
"44782",19,9,1,1,1,2,2,2,"us",0.36,0.62,0.32,0.35,"22.6","-12.872","1"
"44783",21,3,1,1,2,2,1,2,"us",0.75,0.58,0.77,0.45,"51.02","-34.465","1"
"44784",24,8,2,1,2,2,1,2,"us",0.63,0.54,0.83,0.48,"42.84","-23.0692","1"
"44785",11,7,2,1,3,2,2,2,"china",0.14,0.66,0.55,0.15,"20.3918","-0.48","1"
"44786",9,2,2,1,3,1,2,2,"us",0.68,0.6,0.61,0.39,"16.035","-19.0276","1"
"44787",16,3,2,1,1,2,2,2,"us",0.61,0.32,0.85,0.87,"22.16","-21.5552","1"
"44788",24,4,2,1,2,2,1,2,"china",0.06,0.5,0.68,0.24,"66.5228","-0.124","2"
"44789",17,9,2,1,2,3,1,2,"china",0.91,0.64,0.17,0.07,"28.242","-13.05","1"
"44790",27,8,2,1,2,1,1,2,"china",0.17,0.42,0.68,0.26,"46.2294","-2.07","1"
"44791",22,4,1,1,1,1,1,2,"china",0.67,0.32,0.81,0.09,"47.8584","-12.56","1"
"44792",24,1,1,1,2,2,2,2,"china",0.07,0.79,0.75,0.41,"161.26297312","-7.828464","2"
"44793",2,4,1,1,3,3,1,2,"us",0.87,0.05,0.19,0.97,"-22.4797208492265","970.060297945186","5"
"44794",10,2,1,1,2,2,1,2,"us",0.76,0.88,0.99,0.8,"26.28","-14.7728","1"
"44795",27,8,1,1,2,2,1,2,"china",0.86,0.96,0.29,0.51,"79.4856","-19.18","1"
"44796",12,10,2,1,2,2,2,2,"us",0.03,0.39,0.71,0.78,"-375.192728111392","3875.69739857223","9"
"44797",5,9,1,1,2,2,1,2,"china",0.83,0.6,0.62,0.95,"24.09392","-2.8676","2"
"44798",9,2,2,1,3,2,2,2,"us",0.15,0.93,0.05,0.44,"7.11783714","-1.128184382","3"
"44799",19,10,1,1,2,3,1,2,"us",0.3,0.46,0.45,0.28,"34.26","-6.598","1"
"44800",19,6,2,1,2,2,2,2,"us",0.73,0.34,0.98,0.16,"36.94","-51.2924","1"
"44801",5,8,2,1,2,2,2,2,"china",0.74,0.72,0.28,0.03,"10.2016","-5.28","1"
"44802",6,5,1,1,1,3,1,2,"china",0.57,0.17,0.88,0.8,"-3746.1877470321","11400.0038929304","12"
"44803",21,5,2,1,1,3,1,2,"us",0.22,0.85,0.83,0.12,"28.015","-3.4433","1"
"44804",14,4,1,1,1,3,1,2,"us",0.35,0.35,0.26,0.11,"16.24","-3.024","1"
"44805",2,8,1,1,1,3,2,2,"us",0.21,0.66,0.86,0.49,"-3.913248","12.72497216","2"
"44806",8,7,1,1,2,2,1,2,"china",0.02,0.74,0.06,0.68,"-13.38517248","10.717376","2"
"44807",10,3,2,1,3,2,1,2,"us",0.52,0.96,0.56,0.66,"16.48","-3.9296","1"
"44808",15,1,2,1,2,2,2,2,"china",0.73,0.95,0.31,0.7,"35.895","-17.1","1"
"44809",5,9,2,1,3,2,1,2,"china",0.6,0.65,0.56,0.26,"20.4185","-5.4436","2"
"44810",29,4,2,1,2,2,2,2,"china",0.42,0.15,0.32,0.19,"41.52","-21.6","1"
"44811",25,3,2,1,3,1,2,2,"us",0.63,0.61,0.09,0.37,"27.155","-31.4753","1"
